toi,pl_rade,pl_orbper,pl_trandurh,pl_trandeplim
6155.01,11.6345,1.6029811,0.955,0
6156.01,16.2893,12.6885127,1.507,0
6157.01,11.7778,0.4916402,0.453,0
6158.01,9.04276,3.0444485,0.916,0
6159.01,11.2001,4.1846077,1.805,0
6160.01,14.5988,40.7401072,2.833,0
6161.01,11.2346,5.7415661,1.414,0
6162.01,18.4423,1.8478843,2.809,0
6163.01,15.8848,9.9754699,3.465,0
6164.01,10.2565,3.6948038,1.203,0
6165.01,9.68709,4.3172876,2.178,0
6166.01,13.3235,1.8021196,2.407,0
6167.01,10.6429,6.7080688,4.67,0
6168.01,14.7894,5.0809743,4.08,0
6169.01,11.3217,17.9661374,3.791,0
6170.01,14.9972,2.709631,3.282,0
6171.01,12.686,3.7473877,4.812,0
6172.01,7.50153,6.1429164,4.475,0
6173.01,18.0963,3.8753785,4.275,0
6174.01,7.44411,3.5257269,3.457,0
6175.01,13.6598,4.1877227,1.891,0
6176.01,12.931,9.6422713,2.946,0
6177.01,14.6814,3.89989,1.888,0
6178.01,12.1166,5.8878118,1.815,0
6179.01,20.2585,19.2445211,5.3,0
618.01,7.85756,7.7614672,4.156,0
6180.01,20.2394,2.7432173,2.595,0
6181.01,10.4307,2.7649802,1.659,0
6182.01,13.2499,4.7783263,5.374,0
6183.01,11.1752,8.7311119,4.4,0
6184.01,13.6892,3.6153701,2.714,0
6185.01,12.1724,6.3720834,1.322,0
6186.01,10.7664,1.4252334,1.673,0
6187.01,12.462,5.5133822,3.601,0
6188.01,4.75935,4.7061119,3.03,0
6189.01,13.0389,5.5867425,2.46,0
6190.01,5.24582,3.5595352,1.027,0
6191.01,10.759,3.7752321,1.465,0
6192.01,7.13684,3.563037,1.66,0
6193.01,12.6737,2.8953095,4.137,0
6194.01,12.6434,8.6738593,2.582,0
6195.01,7.20813,3.1989808,0.785,0
6196.01,10.1678,3.6119975,4.013,0
6197.01,9.77695,3.7294859,3.315,0
6198.01,14.0162,3.6166109,2.711,0
6199.01,5.75003,3.8311803,1.892,0
620.01,3.0503381,5.0988038,1.0252822,0
6200.01,13.949,3.1923193,1.548,0
6202.01,12.4152,2.8979408,2.932,0
6203.01,6.78671,25.1745344,4.865,0
6204.01,13.1156,4.0673088,2.623,0
6205.01,15.0353,3.9089363,4.636,0
6206.01,9.63171,13.1471808,4.471,0
6207.01,15.2558,9.7712443,3.956,0
6208.01,15.6275,5.2266285,5.412,0
6209.01,6.17927,0.747693,0.684,0
621.01,22.1621,3.1123343,2.388,0
6210.01,21.4783,7.8580085,6.999,0
6211.01,10.117,10.3473602,2.365,0
6212.01,19.0899,3.6444426,3.296,0
6213.01,12.2947,2.3921761,2.792,0
6214.01,17.638,7.0346299,2.565,0
6215.01,15.3325,2.0323202,2.786,0
6216.01,10.9471,29.5406035,3.382,0
6217.01,17.0668,3.0365848,3.089,0
6218.01,12.0548,5.1570194,2.42,0
6219.01,12.5391,2.4784193,1.687,0
622.01,9.3002413,6.4025295,3.9233956,0
6220.01,8.79457,19.6518502,2.525,0
6221.01,6.80252,9.8326403,4.827,0
6222.01,11.0911,9.4321076,3.852,0
6223.01,4.94518,3.8553342,1.895,0
6224.01,13.1166,1.5554236,1.916,0
6225.01,5.09342,8.555965,1.865,0
6226.01,13.8034,3.8857292,1.928,0
6227.01,15.731,3.0922512,1.936,0
6228.01,15.1293,3.3338016,2.902,0
6229.01,10.6145,4.6071277,2.266,0
623.01,13.4069567,7.574675,3.0847866,0
6230.01,12.0164,4.3518774,3.284,0
6231.01,8.57154,24.8366994,4.793,0
6232.01,13.3007,9.8538051,4.048,0
6233.01,12.7103,3.7069545,2.38,0
6234.01,9.65916,6.6283182,4.344,0
6235.01,14.2139,7.8209807,1.183,0
6236.01,12.7666,3.3045926,1.322,0
6237.01,15.5058,4.1533998,3.857,0
6238.01,9.81505,5.7419523,2.08,0
6239.01,10.0564,6.0749198,2.728,0
624.01,20.1852,2.7443216,3.42,0
6240.01,11.867,1.1797412,3.391,0
6241.01,4.97462,3.7812464,2.13,0
6242.01,11.3612,5.6020298,1.893,0
6243.01,2.88847,3.5653226,1.7,0
6244.01,15.4336,2.5553078,2.332,0
6245.01,0.9044272,3.2149937,0.7022664,0
6246.01,13.8147158,6.7786403,1.8963943,0
6247.01,2.87574,24.091624,4.759,0
6248.01,18.8912058,3.8528933,2.2041562,0
6249.01,3.1384101,1092.002299,5.604929,0
6249.02,2.5864246,15.5739143,2.4269262,0
625.01,18.0112,4.786958,4.936,0
6250.01,2.7512261,1076.6094165,6.7803831,0
6251.01,0.9705763,12.7614706,1.0497761,0
6252.01,12.0414,2.1077445,1.779,0
6253.01,1.3883495,9.2347348,0.9619972,0
6254.01,2.4339573,1.5361137,1.1370302,0
6255.01,0.9617386,0.2381823,0.4763536,0
6256.01,3.4801634,7.9945503,4.7645363,0
6257.01,2.5553163,6.5452014,4.1931124,0
6258.01,1.2151478,0.5570869,0.9916975,0
6259.01,5.6488,3.2376482,2.038,0
626.01,19.7441,4.4010465,4.757,0
6260.01,2.32849,2.3898191,2.766,0
6261.01,8.83359,5.4920894,2.934,0
6262.01,2.79068,1.4945947,2.71,0
6263.01,0.930891,3.0178746,2.679,0
6264.01,3.80626,5.6928845,4.261,0
6265.01,1.50725,5.7935723,3.395,0
6265.02,1.20236,4.1793325,3.012,0
6266.01,0.986147,2.7895524,1.969,0
6267.01,4.8141,733.9910938,4.719,0
6268.01,13.8781874,2.8959153,1.7993552,0
6269.01,6.4637765,4.3744614,3.0484494,0
627.01,22.4869,1.13889,2.154,0
6270.01,14.8654685,4.2275389,4.4305716,0
6272.01,17.7772903,2.5141406,2.5419014,0
6273.01,13.6453428,3.052057,3.4817792,0
6274.01,12.8052345,1.1109316,1.9803068,0
6275.01,13.4614756,6.2462252,4.2508361,0
6276.01,1.0214599,6.2031608,1.5987379,0
6276.02,0.9794583,4.466068,1.6847832,0
6276.03,1.0314874,7.8708661,1.6355898,0
6277.01,14.5810502,3.3733921,2.8544595,0
6278.01,10.611119,7.5337657,5.5843836,0
6279.01,13.3663,5.1681189,3.736,0
628.01,12.1343,3.4076,3.69,0
6280.01,7.52088,15.9865412,1.636,0
6281.01,2.77385,1.0542548,1.271,0
6282.01,1.56473,12.4751631,3.937,0
6283.01,12.8776,51.6708185,3.449,0
6284.01,0.830466,3.4475935,1.731,0
6285.01,10.9703,6.8581311,5.186,0
6286.01,8.93102,5.6289226,9.272,0
6287.01,8.61251,1.640758,1.326,0
6288.01,7.85944,18.0370154,2.356,0
6289.01,11.5364,3.7077543,2.662,0
629.01,12.3121,8.7179665,6.143,0
6290.01,2.74615,17.6037996,3.574,0
6291.01,15.1084,5.2556421,3.434,0
6292.01,5.5335,0.8236066,1.71,0
6293.01,9.61997,13.3673993,3.63,0
6293.02,9.31573,405.0756576,5.339,0
6294.01,9.62284,9.288704,3.019,0
6295.01,14.786,1106.220834,3.759,0
6296.01,14.4033,4.2234273,4.384,0
6297.01,13.316,4.2771464,3.867,0
6298.01,7.78724,2.8577028,2.264,0
6299.01,6.86414,4.7089027,0.942,0
630.01,20.5266,4.9091704,4.042,0
6300.01,20.1303,2.8976822,1.973,0
6301.01,11.4874,7.1436336,5.668,0
6302.01,12.8225,2.8465714,1.419,0
6303.01,12.3024,9.4852479,2.713,0
6304.01,12.1687,3.645356,4.787,0
6305.01,8.74267,6.6245939,2.751,0
6306.01,13.3765,3.662222,4.253,0
6307.01,12.6341,2.4589458,1.553,0
6308.01,10.7893,1.7555108,1.355,0
6309.01,12.6164,28.8005547,3.773,0
631.01,5.9382555,2.5950747,0.7921274,0
6310.01,3.27543,3.3528597,2.08,0
6311.01,10.0476,6.2808216,3.366,0
6312.01,15.5178,16.8498547,3.778,0
6313.01,15.9349,4.9570983,6.687,0
6314.01,19.2706,3.1777383,3.922,0
6315.01,13.8211,4.4532909,6.572,0
6316.01,17.9698,3.0057526,3.594,0
6317.01,7.13409,4.244335,1.969,0
6318.01,7.23053,5.8310296,0.682,0
6319.01,16.9987,3.2964006,3.959,0
632.01,208.489,1.5521101,2.699,0
6320.01,18.9197,3.6360128,4.088,0
6321.01,12.2888,2.9086778,2.887,0
6322.01,11.9706,4.2807899,3.9,0
6323.01,13.9361,4.071096,2.988,0
6324.01,1.05678,0.2792211,0.409,0
6325.01,6.78569,3.7307609,1.587,0
6326.01,16.7502,2.3556749,3.351,0
6327.01,9.72119,10.4612769,3.208,0
6328.01,11.748,16.672227,2.703,0
6329.01,13.7686,15.2334037,1.947,0
633.01,11.197034,4.503645,1.973292,0
6330.01,10.4676,6.8498533,1.525,0
6331.01,7.92255,5.4454541,3.41,0
6332.01,16.7474,1.6630135,3.133,0
6333.01,3.02214,2.7205913,2.321,0
6334.01,18.8534,3.8363055,7.175,0
6335.01,11.263,4.7924038,6.012,0
6336.01,12.8908,39.810528,3.576,0
6337.01,9.84834,6.8793455,1.299,0
6338.01,10.794,1.4491171,1.051,0
6339.01,4.93408,2.5938771,2.706,0
634.01,1.733849,0.49359,1.545897,0
6340.01,15.9425,8.2686298,4.906,0
6341.01,20.77,2.7182588,1.682,0
6342.01,13.6687,9.3568116,1.117,0
6343.01,10.1617,14.5877856,3.517,0
6344.01,15.5125,3.5297965,3.283,0
6345.01,4.55893,6.2378654,3.174,0
6346.01,14.8439,6.3111727,3.039,0
6347.01,14.1242,3.9332583,4.438,0
6348.01,16.5011,3.6894234,2.085,0
6349.01,5.70537,2.7934699,2.8,0
635.01,1.503946,0.493379,1.5,0
6350.01,11.4749,2.4766677,2.457,0
6351.01,13.8093,6.7510278,4.011,0
6352.01,6.40887,7.4562671,1.682,0
6353.01,12.5335,2.5048108,3.434,0
6354.01,11.641,18.7541398,3.925,0
6355.01,5.85456,1.0617107,1.067,0
6356.01,16.2502,3.7799201,3.493,0
6357.01,10.8037,5.1941869,1.581,0
6358.01,13.5242,5.3802465,3.538,0
6359.01,11.128,2.4398136,3.751,0
636.01,5.657227,0.417921,1.843947,0
6360.01,8.95604,1.9765848,1.347,0
6361.01,12.3895,5.9419732,2.361,0
6362.01,11.0384,6.0602101,3.036,0
6363.01,19.1169,6.583694,4.635,0
6364.01,11.2641,25.8866192,3.737,0
6365.01,13.7764,3.0496565,3.455,0
6367.01,7.31275,2.1653281,2.732,0
6368.01,11.4253,1.6197991,0.95,0
6369.01,7.5049,13.2329062,6.245,0
6370.01,16.4233,2.9124991,4.175,0
6371.01,13.3278,1.8597817,1.156,0
6372.01,2.56709,6.5587386,2.196,0
6373.01,14.2376,4.9613647,4.318,0
6374.01,14.2928,4.5944948,3.482,0
6375.01,15.0074,3.0679061,2.645,0
6376.01,12.5103,4.7185893,5.576,0
6377.01,9.54979,1.6513066,0.82,0
6378.01,11.9733,12.9589981,3.683,0
6379.01,12.1483,1.5057127,0.244,0
638.01,1.940277,0.493826,1.162615,0
6380.01,5.66149,5.1404883,1.988,0
6381.01,4.54883,8.9270275,2.409,0
6382.01,13.0539,35.3712924,1.907,0
6383.01,11.4109,1.7904917,1.223,0
6384.01,8.87122,2.4810218,1.541,0
6385.01,18.732,2.8895991,3.647,0
6386.01,12.2751,6.2663565,1.359,0
6387.01,12.7459,1.1669652,0.562,0
6388.01,20.0134,1.3940614,0.925,0
6389.01,14.6849,15.8034785,1.648,0
639.01,22.75573,2.819817,6.611278,0
6390.01,15.7628,5.2434358,2.19,0
6391.01,9.1986,5.01345,3.437,0
6392.01,11.906,6.9603975,3.734,0
6393.01,2.62547,9.5315703,2.695,0
6394.01,16.5308,13.026976,5.16,0
6395.01,12.904,2.8140328,4.309,0
6396.01,15.5396,8.2100724,1.37,0
6397.01,17.2506,1.6707289,0.707,0
6398.01,12.1874,3.0043128,0.714,0
6399.01,10.8159,12.6427441,7.917,0
640.01,19.7788,5.0037758,3.439,0
6400.01,15.0966,5.0358501,6.391,0
6402.01,12.264,3.4053234,1.794,0
6403.01,9.50064,742.682809,5.052,0
6404.01,8.95062,3.7442969,1.378,0
6405.01,8.73795,6.7392054,0.839,0
6406.01,11.7385,2.2314165,1.255,0
6407.01,10.912,8.9913818,6.905,0
6408.01,11.0971,8.0924283,2.047,0
6409.01,19.1928,1.5304279,2.951,0
641.01,3.11788,1.8930707,1.339,0
6410.01,12.8079,5.1491091,4.667,0
6411.01,7.33005,8.2165446,3.438,0
6412.01,11.6985,3.9802888,1.382,0
6413.01,11.3849,10.8310228,1.516,0
6414.01,4.52589,17.7607727,4.474,0
6415.01,10.4977,20.8380576,3.561,0
6417.01,14.8231,3.3458255,3.821,0
6418.01,11.76,4.6478092,3.454,0
6419.01,10.705,4.160454,2.572,0
642.01,12.6809,2.2786049,1.924,0
6420.01,10.6573,6.9615164,2.403,0
6421.01,17.4249,3.750778,3.127,0
6422.01,9.01204,3.7521603,2.1,0
6423.01,15.8394,1.364829,1.25,0
6424.01,7.50494,2.0396825,2.473,0
6425.01,11.7961,12.1422411,3.453,0
6426.01,12.7189,3.8801586,3.656,0
6427.01,8.40725,18.372561,4.807,0
6428.01,17.7371,1.6763835,1.509,0
6429.01,8.37058,2.4257176,2.581,0
643.01,7.281973,9.653456,4.00937,0
6430.01,9.87637,3.6024986,2.055,0
6431.01,8.42588,3.5423487,1.35,0
6432.01,11.0376,3.356169,1.434,0
6433.01,9.70279,9.6355,3.178,0
6434.01,4.50048,2.7775786,1.9,0
6435.01,6.70408,6.1161423,1.424,0
6436.01,12.4998,6.1879019,2.432,0
6437.01,18.2639,8.31001,7.754,0
6438.01,2.9287,16.1268294,2.019,0
6439.01,19.5222,2.9896663,2.168,0
644.01,2.3659,1.9271328,4.5530077,0
6440.01,10.8225,3.8190051,1.199,0
6441.01,11.1283,4.5579065,2.621,0
6442.01,18.5153,2.8279716,2.237,0
6443.01,10.2877,9.9872075,2.861,0
6444.01,14.0235,12.2925281,5.394,0
6445.01,8.33825,26.3926606,1.812,0
6446.01,11.5236,4.2240015,1.605,0
6447.01,9.44803,0.6646521,1.272,0
6448.01,7.05099,14.8442674,2.748,0
6449.01,12.1385,2.4404127,1.354,0
645.01,22.5152,1.8361503,4.12,0
6450.01,6.6756,3.6092665,2.376,0
6451.01,10.0782,5.495078,2.962,0
6452.01,8.53362,5.2477739,3.138,0
6453.01,12.8155,6.8688474,5.418,0
6454.01,5.01721,22.5012924,4.055,0
6454.02,3.69154,10.9835772,3.26,0
6455.01,15.8462774,0.8970559,1.7688635,0
6456.01,19.7806144,2.2685932,2.4612308,0
6457.01,10.7342874,41.4186335,8.1171335,0
6458.01,2.5360369,9.7831931,3.5873151,0
6459.01,2.76723,5.1494363,3.67,0
646.01,20.3352568,13.7252522,3.1694157,0
6460.01,4.13545,4.4044418,2.581,0
6462.01,14.8477,3.8720204,3.999,0
6463.01,10.7705056,9.8738839,8.5309023,0
6464.01,11.7179,9.6742544,6.594,0
6465.01,13.8937,0.6593681,0.395,0
6466.01,8.18389,1.4571902,0.568,0
6467.01,10.8162,11.9964056,5.207,0
6468.01,10.5524,12.1228168,4.577,0
6469.01,6.84115,24.7104662,5.259,0
647.01,13.2707,4.90765,3.753,0
6470.01,9.42304,13.7333847,1.641,0
6471.01,5.09878,3.0758364,2.567,0
6472.01,14.3489,2.6808268,4.872,0
6473.01,7.47037,1.0992893,1.044,0
6475.01,15.707,26.5988575,9.151,0
6476.01,10.8668,8.1168658,5.237,0
6477.01,12.7501,3.6860654,3.531,0
6478.01,4.5351,1462.2115148,3.105,0
6479.01,12.0124,2.9193825,1.507,0
648.01,11.0372,2.97638,3.212,0
6480.01,9.68778,750.2395535,3.922,0
6481.01,6.38573,6.2796518,2.26,0
6482.01,17.4711,1483.5175058,5.424,0
6483.01,6.02778,5.2076995,0.887,0
6484.01,3.87217,18.2457829,3.64,0
6485.01,14.5502,17.0180939,4.558,0
6486.01,15.9854,10.6332248,3.436,0
6487.01,9.82212,14.13519,2.273,0
6488.01,3.89202,8.0850515,2.817,0
6489.01,3.08813,2.917882,1.483,0
649.01,9.49947,0.9370901,1.312,0
6490.01,12.3266,7.842208,4.914,0
6491.01,8.43121,7.5520411,4.338,0
6492.01,12.4424,731.8319734,2.747,0
6493.01,3.39378,3.0667073,1.486,0
6495.01,11.6911,3.7781679,4.416,0
6497.01,16.8452,2.1439841,1.793,0
6498.01,12.0156,22.5095172,4.509,0
6499.01,10.2153,9.0441543,1.196,0
6500.01,7.75741,4.4156851,1.091,0
6501.01,9.08219,4.4581792,3.561,0
6502.01,15.3998,5.0711656,6.032,0
6503.01,13.6119,3.9535041,3.684,0
6504.01,9.18199,6.8328077,5.311,0
6505.01,11.9336,15.8951857,3.711,0
6506.01,9.66071,13.0795854,4.918,0
6507.01,6.02919,5.267165,1.743,0
6508.01,10.231,18.9926881,1.506,0
6509.01,16.2862,5.6022404,6.027,0
6510.01,10.1109,37.98781,4.309,0
6511.01,9.42089,21.5962209,4.511,0
6512.01,15.7428,2.5011016,1.366,0
6513.01,9.94252,2.4214702,1.395,0
6514.01,16.953,4.0236761,5.03,0
6515.01,13.2182,3.8149372,4.366,0
6516.01,10.5098,18.8392786,4.036,0
6517.01,6.08823,2.6185048,1.096,0
6518.01,15.7016,2.1978944,1.619,0
6519.01,13.8002,10.397262,9.97,0
652.01,2.12827,3.9846589,2.146,0
6520.01,19.3547,7.6016156,2.116,0
6521.01,12.2522,3.581253,1.874,0
6522.01,4.7507,4.7383479,1.935,0
6523.01,14.0451,7.809463,4.133,0
6524.01,16.072,0.8515408,0.648,0
6525.01,15.334,731.3548427,3.429,0
6526.01,7.68311,14.7478214,2.355,0
6527.01,14.3807,5.389491,2.0,0
6528.01,8.94439,1484.1934287,3.05,0
6529.01,2.1911,7.4476397,2.266,0
653.01,21.715,0.68831,1.365,0
6530.01,2.92256,5.332805,2.142,0
6531.01,16.839,4.416076,4.677,0
6532.01,18.8155,5.4736892,2.699,0
6533.01,11.1837,2.8656356,3.523,0
6535.01,7.56184,20.8359197,3.321,0
6536.01,6.48085,4.2380294,3.699,0
6537.01,3.9626,3.6477926,2.667,0
6538.01,9.5585,5.7180689,5.215,0
6539.01,14.3865,2.3645949,2.442,0
654.01,2.6103318,1.5275639,1.3727055,0
6540.01,10.6956,4.5127799,3.11,0
6541.01,1.10037,5.8991458,4.815,0
6542.01,10.1612,2.4018591,3.471,0
6543.01,3.54892,15.5523703,5.554,0
6544.01,5.1321,3.6249482,2.294,0
6545.01,5.60938,5.6177467,2.307,0
6546.01,14.3326751,3.3779614,4.2709189,0
6547.01,18.2238418,1.4328255,2.0718518,0
6548.01,10.3970349,8.5473,3.5451032,0
6549.01,19.1369245,6.1079575,5.1261164,0
655.01,16.4131054,0.7888389,1.6416539,0
6550.01,15.9616,6.9153868,6.156,0
6551.01,9.3800527,6.9593972,4.8553269,0
6552.01,13.5836554,3.2706204,4.0101943,0
6553.01,4.36152,3.6342494,3.683,0
6554.01,3.60255,2.6141047,2.639,0
6555.01,3.76774,10.1298877,4.796,0
6556.01,5.94559,12.9623248,3.564,0
6557.01,3.44886,12.5383316,3.084,0
6558.01,2.39108,9.5327064,2.55,0
6559.01,6.17234,733.3796728,4.101,0
656.01,13.1118363,0.8134733,1.262964,0
6560.01,8.17561,17.2051468,1.464,0
6561.01,15.5264,3.1739329,1.192,0
6562.01,17.3607607,4.0947485,5.1910541,0
6563.01,19.9376761,2.4053036,3.3515613,0
6564.01,16.4220671,3.9854465,4.5181131,0
6565.01,6.173706,0.8778729,1.008516,0
6566.01,10.7098887,7.5837846,2.0598226,0
6567.01,10.6945832,4.9486116,1.3297363,0
6568.01,18.6840757,17.4368079,4.3786259,0
6569.01,19.9345,5.9337178,1.089,0
657.01,13.0582928,4.5696698,3.9536171,0
6570.01,8.3173,10.9799801,3.39,0
6571.01,3.827,11.5379235,3.661,0
6572.01,14.2198,3.6462287,3.662,0
6573.01,11.849,8.1618477,2.17,0
6574.01,8.3339,13.0953097,1.925,0
6575.01,4.70927,3.3047459,3.735,0
6576.01,9.91342,19.3111424,3.92,0
6577.01,15.2287,729.9391752,1.515,0
6578.01,2.11364,2.7543175,1.471,0
6579.01,13.0505,3.4732477,2.541,0
658.01,7.15211,4.7192734,1.301,0
6580.01,9.91407,10.9600975,6.171,0
6581.01,5.59825,4.9156665,2.561,0
6582.01,14.4539,19.6500878,2.277,0
6583.01,13.1669,7.447404,1.479,0
6584.01,10.2036,3.6850751,1.859,0
6585.01,9.8672,13.4364908,5.375,0
6586.01,12.0431,5.0953453,5.025,0
6587.01,8.55494,17.0116833,3.129,0
6588.01,13.2509,1.7988855,1.415,0
6589.01,17.6594,3.0589547,3.696,0
659.01,9.68968,4.7192771,1.594,0
6590.01,14.5208,7.0911739,5.635,0
6591.01,11.6578,5.7881587,6.879,0
6592.01,16.5009,9.5098954,1.448,0
6593.01,9.45527,8.4325164,1.731,0
6594.01,15.7041,2.67581,2.288,0
6595.01,3.23033,7.5138657,2.121,0
6596.01,10.1227,26.1622122,3.631,0
6597.01,6.92737,0.9097915,1.044,0
6598.01,11.7906,10.8089555,2.71,0
6599.01,1.0369208,2.2059167,0.9395169,0
660.01,11.4812614,9.2897006,5.3589155,0
6600.01,4.18884,3.8030207,2.537,0
6601.01,11.9952,32.5444769,1.661,0
6602.01,5.90757,1.5840089,1.134,0
6603.01,14.6529,5.015806,5.154,0
6604.01,13.4773,3.917482,2.619,0
6605.01,9.70951,12.2981251,3.98,0
6606.01,15.299,2.5354002,1.744,0
6607.01,10.3662,11.1860909,5.989,0
6608.01,13.336,7.3144752,1.481,0
6609.01,10.6791,12.9414603,3.75,0
661.01,13.0323437,4.0860495,4.5420607,0
6610.01,14.2867,3.1651539,3.416,0
6611.01,12.6672,6.5568726,2.755,0
6612.01,14.0426,2.3207203,1.797,0
6613.01,17.7461,2.5001306,1.61,0
6614.01,11.9941,25.0709977,2.379,0
6615.01,11.6235,3.5911377,1.623,0
6616.01,12.5587,1.1235117,1.039,0
6617.01,8.30372,4.315664,6.135,0
6618.01,9.2051754,35.7890963,8.6915413,0
6619.01,16.2172,1.6930171,2.759,0
662.01,4.71785,1.0014437,1.28,0
6620.01,13.7097,3.8647617,4.038,0
6621.01,2.8386,4.2807848,2.073,0
6622.01,7.35774,37.8575614,7.424,0
6623.01,12.9563,3.1791661,2.844,0
6624.01,11.0446,10.3031578,3.44,0
6625.01,14.247,5.4863844,4.339,0
6626.01,14.0003,1.2864856,1.328,0
6627.01,15.84,4.8934688,3.157,0
6628.01,9.90639,18.184189,3.696,0
6629.01,9.52505,4.3664669,2.004,0
663.01,2.4312854,2.5989031,1.6635706,0
663.02,2.6626375,4.6955986,2.1638721,0
663.03,1.9895244,7.1024749,2.7542652,0
6630.01,8.52513,7.7103227,4.406,0
6631.01,13.2477,3.4714821,3.245,0
6632.01,11.2784,5.8778295,3.392,0
6633.01,2.28629,6.5479496,2.331,0
6634.01,9.05398,23.136755,7.179,0
6635.01,16.2074,8.6243051,5.584,0
6636.01,14.6605,3.5171227,2.327,0
6637.01,15.38,2.231293,1.796,0
6638.01,16.9028,4.140097,2.896,0
6639.01,11.825,8.0136668,4.056,0
664.01,13.5752589,4.7359232,7.0819612,0
6640.01,3.59731,16.9356875,3.256,0
6641.01,15.9566,1.9647786,1.586,0
6642.01,16.3017,3.3421583,1.284,0
6643.01,14.6312,4.8332515,4.323,0
6644.01,4.03815,42.7305626,5.591,0
6646.01,4.72963,17.7505864,5.578,0
6647.01,3.52475,3.9963956,3.878,0
6648.01,3.8434,20.86399,5.624,0
6649.01,10.5818,5.9867942,0.904,0
665.01,21.5662738,14.066109,3.4744355,0
6650.01,14.2065,20.3292125,6.584,0
6650.02,5.65993,30.5055627,6.967,0
6650.03,4.26079,8.9965133,2.842,0
6651.01,5.09264,5.0569708,3.401,0
6652.01,1.94873,3.8388774,2.391,0
6654.01,17.807,9.5160627,1.832,0
6655.01,2.31017,6.8672313,2.858,0
6655.02,2.49711,12.9587054,3.598,0
6657.01,2.57627,4.0610981,1.964,0
6658.01,3.74551,5.6494351,5.214,0
6659.01,3.45268,7.3120981,1.428,0
666.01,14.1742091,7.4760689,1.5699592,0
6660.01,17.0487122,2.9852193,3.7760499,0
6661.01,3.0009044,10.5789534,2.8444195,0
6662.01,0.9372852,0.2939493,0.5422359,0
6665.01,2.7674128,735.797917,5.9484218,0
6668.01,3.447372,718.652003,14.6548943,0
6669.01,10.6774533,731.9966539,2.892543,0
667.01,1.2145664,1.6289322,0.809276,0
6673.01,2.6201221,19.7468103,7.1658967,0
6676.01,2.2731788,22.6957088,5.3266755,0
6677.01,8.32098,5.4496736,0.203,0
6678.01,2.12571,3.4268387,1.288,0
6679.01,4.4811227,2.3170053,1.122279,0
668.01,21.696241,4.3787302,3.827504,0
6680.01,10.8739335,4.3816966,5.601621,0
6681.01,13.8305377,3.7783401,2.82963,0
6682.01,5.7584838,4.243624,3.8869543,0
6683.01,12.9539382,3.8568001,2.858704,0
6684.01,13.966554,2.7086444,2.1554708,0
6685.01,4.1568836,10.7715898,4.2203793,0
6686.01,14.5365629,4.1661265,3.7000327,0
6687.01,12.4943419,3.4414188,3.0026348,0
6688.01,4.6274347,4.9594992,1.2463603,0
6689.01,12.0296829,4.1287427,2.7601938,0
669.01,2.51666,3.9451359,2.424,0
6690.01,2.5578976,761.7092276,7.6296016,0
6690.02,2.7306626,904.5347981,22.1692458,0
6693.01,11.8414052,2.9932591,4.7371329,0
6694.01,13.4485221,3.9759251,2.4026632,0
6696.01,23.322957,3.6859958,5.1972226,0
6699.01,3.84201,5.322002,3.193,0
670.01,5.759676,0.579398,1.64214,0
6700.01,9.4825825,15.5177539,1.2572404,0
6701.01,12.3167818,10.018102,2.6562286,0
6702.01,3.3333783,2.1874712,6.154356,0
6703.01,2.4730956,49.6178223,14.0758927,0
6704.02,5.0896772,6.8275101,3.2903924,0
6705.01,21.1100738,8.4457042,1.6861879,0
6706.01,12.6097244,7.5757446,1.8699103,0
6707.01,5.6648123,3.8347282,3.4951108,0
6708.01,1.915198,4.2290856,1.8943522,0
6709.01,1.0903541,2.3477336,1.8624266,0
671.01,23.8452,10.1970284,4.694,0
6710.01,1.5139896,2.067123,1.9263234,0
6711.01,1.0318727,10.3469945,2.5934713,0
6712.01,2.2042465,1.8987896,1.926234,0
6713.01,0.8814471,2.1538049,1.6541007,0
6714.01,1.0365063,4.7674421,1.321031,0
6715.01,3.9033641,2.8618782,2.2839791,0
6716.01,1.0102426,4.718569,1.1450785,0
6717.01,1.852907,0.4707476,0.5009607,0
6718.01,10.2396383,2.9532145,3.9795532,0
6719.01,14.184839,2.1764875,3.4403723,0
672.01,5.1614854,3.6335834,1.8069693,0
6720.01,8.6285404,4.1470359,2.3197694,0
6721.01,17.9837961,4.6086414,3.5610971,0
6722.01,9.2319785,3.9613114,2.5843337,0
6723.01,12.6093335,3.4852362,3.0318968,0
6724.01,4.13549,42.8614655,7.635,0
6726.01,3.68209,14.2456603,3.403,0
6727.01,2.53444,15.3471548,3.703,0
6728.01,4.53167,24.9636551,5.444,0
6729.01,2.26966,7.8374554,4.754,0
6729.02,1.80822,3.8638303,2.992,0
673.01,22.0104106,10.5426254,6.2145259,0
6730.01,10.511208,4.3934744,3.0547623,0
6731.01,11.400179,1.631858,1.8201336,0
6732.01,12.0407,1.3003394,1.341,0
6733.01,15.5894,3.2529571,4.813,0
6734.01,12.7334,4.6068687,3.286,0
6735.01,11.1895,3.3357969,1.39,0
6736.01,11.6667,2.9879341,2.501,0
6737.01,16.2689,2.8475582,2.979,0
6738.01,9.13018,3.6234424,4.383,0
6739.01,10.0709,4.6588405,1.429,0
674.01,5.2706003,1.9771658,1.1104153,0
6740.01,11.4279,3.3505941,3.542,0
6741.01,12.4847,5.0061978,3.521,0
6742.01,10.7664,8.1678648,4.797,0
6743.01,18.7334,5.9097139,5.732,0
